Foul,Post,
0,@raghaw83 Kripaya apne janpad ke jiladhikari ya sambandhit SDM se shikayat karein,
1,@sharmarekha Tu kahan giri padi thi jo tere jaisi kamini aurat ko Modi ne yeh pad diya hai taki tu un logon ke liye dalali karte rahe besharam aurat. Bharat mein kahan aayi vishalkay whale shark? https://t.co/VOpQ3s2AbC,
1,"@BhagwantMann Chup saale, tumlog Bhajpa se andar-khaane mile ho, tabhi vo bail Sanjay Singh jaan boojhkar kal Rajya Sabha mein nautanki kiya taki mat vibhajan na ho. Chutiya mat banao kisano ko saale haramkhor pap party walon.",
0,"#Bulandshahr police aur aabkari team ki sahayak team ne Lohra gaon mein chhape maari, khet se 15 lakh ki sharaab barbaad, mauke se sharaabi taskar ko hiraasat mein liya, 2 saathi police par firing karke faraar. @bulandshahrpol @Uppolice #policemedianews",
0,#TheCinemaShow 'Fauda' ke writer ki 'Tehran' ka trailer aaya 'The Batman' Robert Pattinson ko COVID positive 'The Lunchbox' ki screening par American viewers ne Irrfan ko samman diya @mubarak_1106 @sayupasna https://t.co/EBkInb9Yeg,
0,"Pranab da ko aakhiri vidaai LIVE: Corona protocol ke saath aaj Delhi mein antim sanskaar kiya jayega, isse pehle shradhanjali ke liye parthiv deh ghar par rakhi jayegi https://t.co/QJNqbttyPl #PranabMukherjee #FormerPresident @CitiznMukherjee",
0,"Tamil Nadu mein ek Hindu vyakti ne ek Muslim ka sir isliye kaat diya kyunki uski beti us Muslim vyakti ke saath bhaag gayi thi. Vichlit kar dene wala atmasamarpan ka yeh video 29 September, 2018 ko Karnataka ke Mandya jile mein filmaya gaya tha, jahan do purushon ke beech shuru hua jhagda tab hinsak ho gaya jab ek ne doosre ki maa ke baare mein aapattijanak baat kahi thi. Sthaaniya police ne bataya ki peedit aur hamlavar dono Lingayat samuday se sambandhit hain.",
0,Hyderabad mein doctor Priyanka Reddy ke saath huye balatkaar aur uske baad uski nirmamta se hatya ke mamle mein Hindustan ke tathakathit secularwadiyon ka dal aaj iske khilaaf awaaz uthane mein parhez kar raha hai kyun ki aaropi Muslim hai aur ilaaka Asaduddin Owaisi ka bas itna kaafi hai virodh na karne ke liye?,
0,"Prashant Bhushan ki mushkilein badi, ab Bar Council of India karega karyavahi #PrashantBhushan https://t.co/PFM9Pxsp5N",
0,Ab Maharashtra ke ek aur bade neta Vijay Vadettiwar ne Kangana Ranaut par teekha hamla bola hai #KanganaRanaut @kamleshsutar https://t.co/Gwpl3Jp0P6,
0,"Bihar: Matam mein badla jashn, shaadi samaroh ke dauran jhopdi mein ghusa truck, aath ki maut https://t.co/pkVkedXabH https://t.co/9GYaWamD7D",
0,"""Israel ke pradhanmantri Benjamin Netanyahu ne Bharat-China vivad mein Bharat ke pradhanmantri Narendra Modi ke samarthan mein tweet kiya hai. @shaktisinhgohil @Saifullahk12 Na aapke kehne se Facebook galat hogi, na BJP ki kehne se galat ho. Aam janta ke liye Facebook sahi rahe, aam janta ki mudda mein sahayog Facebook karein, bas kisi party ki sahayog ke liye khada na dikhe.",
0,"""China parmanu hathiyaaron ke bhandar ko badhane ki yojana bana raha hai: Pentagon https://t.co/3VgSbkXyem""",
0,"""Sushant Singh Rajput mamale mein CBI sachchai saamne lekar aayegi: Rajneetik vishleshak Vishal Mishra ne rajneetik vishleshak Vinod Singh se kaha.",
0,"Dekhiye 'Poochta Hai Bharat' Arnab ke saath Republic Bharat par LIVE: https://t.co/G945HvRmSx https://t.co/77Xf9udTOA""",
0,"""Trinbago Knight Riders ne lagaya jeet ka 'perfect 10', Andre Russell khata bhi nahi khol sake - #CPL2020 https://t.co/PUVYgzcwAe""",
0,"""#Saharanpur 4 din pahle yuvak ki hatya ka mamla, 5 aaropiyo ko giraftaar kar jail bheja, daud lagane ko lekar hui kahasuni mein hatya, doston ne chaku se godkar hatya ki thi, nakud thane mein gaon chaparchidi ka mamla. @saharanpurpol @Uppolice #policemedianews""",
0,"""Bahan @shwetasinghkirt ne ek lamba post likhkar Sushant se vada kiya hai ki vah unhe nyay dilakar rahengi - #SSRDeathCase https://t.co/o4LOF6tXQB""",
0,"""GDP mein aayi 23.9% ki giravat par bole Shatrughan Sinha - Dua karta hoon ki ise 'Act of God' na kaha jaye... | #GDP https://t.co/C1V4qUuUoL""",
0,"""UP: Kanpur mein dambati ne fasi lagakar di jaan, lockdown mein chhut gayi thi naukri https://t.co/ckkUUsfVbm"" @SauravKumae2 @SushantBSinha Saale din ho ya raat, kabhi bhi aaul gandi ka mut pee ke nashe mein rehta hai kya, saale 2 ru ka aadmi nahi hai, gyan ki baat karega.""",
0,"""#SushantSinghRajputCase | Kya drug peddler se hai Rhea ke bhai Showik ka koi rishta? #Vishesh, @chitraaum ke saath : https://t.co/DsL3m5MdlB https://t.co/6V8vbHWfsB""",
0,"""Kya Sushant ki hatya ke samay business deal ki baat, hatya ke sach ko chhupane ke liye ki gayi? Dekhiye 'Poochta Hai Bharat' Arnab ke saath Republic Bharat par #LIVE: https://t.co/G945HvzM0Z https://t.co/RYKucBF3KQ""",
0,"""@Rofl_Swara aur tum jaisi kutiya ko koi haddiya nahi daal raha. Hatyaaron ko bhiid ke haathon se chhudwa le gaye CEO, poorv vidhayak ki patni, bahu ki pitaai ki thi, zameen kabje ke liye pahuche the 50 gunde, poorv vidhayak hatyakand mein CEO par aarop, CEO Paliya ke khilaaf Mishra parivaar FIR aur giraftaari kar raha hai maang.""",
0,"""Mumbai mein Samajwadi Party ka neta Abu Azmi ja raha hai aur samarthan mein lage hain Pakistan Zindabad ke naare, ab agar mullon ko thoka jaye to kya galat hai? @AmitShah @BJP4India @AUThackeray""",
0,"""GDP khane se pet nahi bhara kya, tikki se jyada chatpata thi GDP hamari pura chat kar gaye 😡 https://t.co/vjeCe0BR3R""",
0,"""Laat ke bhoot baat se nahi maante. Chiniyon ka ilaaj Indian Army hi karegi jaise ko taise wali paddhati se. #IndiaStandWithIndianArmy #IndiaChinaFaceOff #IndiaChinaStandoff""",
0,"""Noida se BJP ke vidhayak aur Raksha Mantri Rajnath Singh ke bete Pankaj Singh corona sankramit paaye gaye hain #COVID19 #CoronavirusPandemic https://t.co/JHlLTNUwwp""",
0,"""#ShaheenBagh mein dharna par baithi 1300 mahilayein garbhvati hui ye sab dharna par baithi thi ya aabadi badhao mohim par 🤣🤣👇""",
0,"""Sansad ke bahar Mamata Banerjee ke saamne Jai Shri Ram ke naare lagaye gaye.""",
1,"""@INCIndia haramkhoro chor tha. Satta ka lalchi bhi tha. Iske saamne Sardar Vallabhbhai Patel bhumat se jeete thi. Isne Gandhi ko bolke khud PM ban gaya. Nalla saala 😡""",
0,"""Des ki girati arthavyavastha ko lekar Reserve Bank ke purv governor Raghuram Rajan ne Modi sarkar ko chetavani di hai. #EconomicCrisis #RaghuramRajan https://t.co/jRW5o6UhUz""",
0,"""CBS board parikshaon ki datesheet ko antim roop dene se pahle kuch atirikt takniki pahluon ko dhyan mein rakh raha hai, is wajah se aaj 5 baje hone wali class 10th aur 12th pariksha ki datesheet ki ghoshna ab Somvaar (18-05-2020) tak hogi. @PMOIndia @HMOIndia @HRDMinistry @SanjayDhotreMP""",
0,""".@tourismgoi ne #DekhoApnaDesh webinar shreni ke antargat kal “Hampi-Ateet se prerit; Bhavishya ki or agrasar” naamak ek webinar ka aayojan kiya ▶️https://t.co/oPzASWCo4a""",
0,"""RT @nishasinghji: Sahab ko Vipaksh mukt Bharat, patni mukt jeevan Bacche mukt aangan, prashn mukt sansad, Sawal mukt media, audit mukt fund aur…""",
0,"""@KH_legha Nachne wali nachegi Tablachi ki phati hai pata nahi kyun""",
0,"""Itihaskaar Rana Safvi ne kaha ki Raakhi Mughalon ne izad ki hai.""",
0,"""990 se 2020 ke beech kaam kar chuke har ek majdoor-karmachari ko shram aur rozgaar mantralaya 1.20 lakh rupee de raha hai.""",
0,"""Faisla sunaane ke baad bole Justice Arun Mishra, 'Shivji ki kripa se ye aakhiri faisla bhi ho gaya.' | #JusticeArunMishra https://t.co/mLffrfHuVM""",
0,"""Hope you may hear about flash floods… Now you can see live… Two minutes flash floods at Kedarnath… On the way to Kedarnath yesterday… Washed away big stones.. that's nature…""",
0,"""Daroga ke bhesh mein shehar ka nami chor nikala Takhtnashi hi sabse zyada kamzor nikala",
0,"Himanshu Shrivastav""",
0,"""Avamanan ke doshi Prashant Bhushan bole ‘1 rupee ka jurmana bharuga, lekin chunauti dene ka bhi hai adhikar’ #PrashantBhushan https://t.co/WAdSeX95d7""",
0,"""Kunwe ke medhak ko lagta hai duniya itni hi badi hai, Economics ka ABCD nahi pata hai, Lekin GDP par gyan de rahe hain.""",
0,"""Bharat par Cheeni aakraman kehne wala koi China ka dalal hi ho sakta hai, us dalal ko Galwan mein 100 se adhik Cheeni sainikon ke shav nahi dikhte! @RahulGandhi""",
0,"""@sambitswaraj Godse Savarkar main samlaingik sambandh thi, uske veshbhusha mein aaye ho kahin samlaingik to nahi ho.""",
0,"""Namaz ki tulna bhajan se na karein!! Kyunki sur mein gaane aur munh fad kar chillane mein bahut farak hai!! Jai Shri Ram""",
0,"""Pradesh mein civilance team ke madhyam se 82,869 kshetron mein 3,04,604 team divas ke madhyam se 2,06,25,103 gharon ke 10,33,63,515 logon ka sarvekshan kiya gaya hai: ACS, Chikitsa evam Swasthya, Shri Amit Mohan Prasad ji @ShishirGoUP""",
0,"""Uttarakhand ke is jile mein badhta ja raha corona sankraman, police prashasan aise nipatne mein juta hai https://t.co/GcE3qhbOZ1""",
0,"""IPL-2020 ki pramukh sponsor ek Cheeni company hai. Kisi ki shahadat, kisi ki bhavna, kisi ki munafakhori. Na bap bada, na bhaiya, sabse bada rupaiya.""",
0,"""Lucknow: BJP Pradesh Upadhyaksh Pankaj Singh corona positive, tweet kar di jaankari #Lucknow #coronavirus #COVID__19 #BJP https://t.co/mruHf9G1Ao""",
0,"""Aaj Betul ki Aamla Vidhan Sabha aur Morena jile mein AAP karyakartaon dwara """"Oxygen Jaanch Abhiyan"""" chalaya gaya. @ArvindKejriwal @AapKaGopalRai @AnkushNarang_ @PankajSinghAAP https://t.co/vIcyxgI90A""",
0,"""@Troll_ziddiii @DeepikaSRajawat Kutiya ki dursi se haathi nahi marte, vipaksh ke paas koi zameeni mudda nahi hai, vah sirf jaativad phaila kar apni zameen haasil karna chahta hai, par janta hai ki Yogi ji ke saath khadi hai.""",
0,"""Bollywood actor Sushant Singh Rajput suicide case mein CBI pehli baar Rhea Chakraborty se poochtach kar rahi hai. #RheaChakraborty @pramodsharma29 https://t.co/tTOVVj6TUM""",
0,"""Pehle vishwa saur praudyogiki shikhar sammelan ka bada agenda Naveen aur navinkaraniya urja mantralaya, vishwa bank aur antarrashtriya saur sangathan ke madhya ek samjhauton sahit char bhagidari samjhauton par hastakshar kiye jaenge: https://t.co/iiG6YzoY1M""",
0,"UG-C ne first aur second year ke chatron ki pariksha aayojit karane ke adesh jaari kar diye hain. Grih Mantralay ne sabhi rajyon ko school kholne ki permission di @PIBHomeAffairs""",
0,"""JDU ki virtual rally ko janta ne nakara, nahin hui Bihar ke muddon ki charcha - Abhishek Jha @kumarprakash4u ki report https://t.co/yUrZkLjMa1""",
0,"""@INCIndia kutto ka bhonkna Modi virodh nahin balki desh virodh hai. Kyunki luteron ko har tarah se lagam lagane ka kaam BJP ki Modi sarkar kar rahi hai. @narendramodi @AmitShah https://t.co/3BAa8snhkp""",
0,"""#Azaadi_Ke_Baad desh ke English schools mein pratyaksh apratyaksh roop se chatron ka brain wash karne ki mohim chalayi ja rahi hai. Adhikansh schools mein Hindi mein anupacharik baatcheet karne par, haath mein mehendi lagane jaise vishuddh Bharatiya parampara par dand dene ki vyavastha hai #StopConversionKilling""",
0,"""Aath mahine baad Mathura jail se bahar nikle Dr. Kafeel Khan, haath jodkar sabko diya dhanyavaad #KafeelKhan https://t.co/z1eJcg9bkz""",
0,"""Sankraman se bachav ke liye savdhaani bartiye, apne haathon ko sabun aur paani se baar-baar dhote rahiye, logon se do gaz ki doori banakar rakiye, apne munh aur naak ko roomal, gamchha, dupatte adi se dhakkar rahiye: ACS, Chikitsa evam Swasthya, Shri Amit Mohan Prasad ji""",
0,"""Desh mein pratishthit engineering colleges mein pravesh ke liye sanyukt pravesh pariksha - #JEE aaj se shuru ho rahi hai. Desh bhar mein 660 kendron mein aayojit ki jane wali is pravesh pariksha ke liye 9 lakh 58 hazaar pariksharthiyon ne apne naam darj karaye hain.""",
0,"""Mahangai: Petrol ki keemat mein badhotri ke saath hui mahine ki shuruaat, Delhi mein petrol 82.8 rupee prati litre par pahuncha""",
0,"""Aawara kutto ki nasbandi ki nahi, parantu goli maarna ki zarurat hai varna 1 kutta 4 kutiya 40 pille narak bana denge Bharat ko - Jan sankhya kanoon lagu karo SUPPORT NRC UCC""",
1,"""Is sab mein kuch bhi anargal nahi hai. Sala 'Leke rahenge azaadi' bhi bahut haramzadi cheez hai. Ek nayi sabhyata 'Janam' le rahi hai purani ki thali mein chhed karke.""",
0,"""Kendra mein film mantralay bane aur uski mantri Kangana Ranaut bane yahi samay ki maang hai. Kaun-kaun sahmat hai meri baat se 🤔❓""",
0,"""#HeerKhan urf Pari Khan ko jald hi arrest karein kahin vo pregnant na ho jaaye 😬 #JustSoching🤔 #ArrestHeerKhan""",
1,"""@bwali_guru: Kuch gov mare chuthiye aam ko imli kehne mein lage hain anhar b**di wale girati economy ko bhi nahi kubool kar rahe hai aise log mukhyadwaar se…""",
0,"""RT @ShilpiSinghINC: Karodo yuva berozgaar kyun ho gaye GDP minus mein kyun chali gayi note bandi se lekar taalabandi kyun fail hui yeh koi nahi jaanna cha…""",
0,"""Madhya Pradesh ke Guna ke baad Gujarat: Gujarat ke Banaskantha jile ke Dhanera tehsil ke Ravi gaon ke Pintu Galchar naam ke 25 varshiya yuvak ki kal raat hatya kar di gayi. Saaf dikh raha hai ki hatya ke baad use nirvastr karke ghasita gaya hai. Jab tak tamam doshiyon ki giraftaari nahi hoti hum chain se baithege nahi""",
0,"""SSC aur Railway ki bharti pariksha dene wale yuvao aur chatron ne bhari hunkar, Twitter ki worldwide trend list mein shumar hua campaign #SpeakUpForSSCRailwayStudents; kya sunegi sarkar? Suniye 🎧 is podcast mein.""",
0,"""Din ki ahem khabrein - #MidDayHeadlines - PM: Rashtriya Shiksha Neeti, desh ki neeti - Poshan maah 2020 ki aaj se hui shuruwat - Desh ke kai shehron mein metro seva bahaal - COVID-19: Bharat mein recovery rate badhkar 77.31%""",
0,"""Second phase ki ye parikshayein 14 September se honi hai. Parikshayein open book hongi. Yani inme chatra jawab dete samay kitaabon ya notes ka sahara le sakte hain.""",
0,"""Patang ke saath hawa mein udte bachchi ka video social media par viral ho raha hai. https://t.co/mIHWv3MkkK""",
0,"""@yadavtejashwi @Saifullahk12 Puri media uske saath khadi hai, uski jhooth ko bhi sach sabit kar degi puri system uske saath khadi hai""",
0,"UG-C ne first aur second year ke chatron ki pariksha aayojit karane ke adesh jaari kar diye hain. Grih Mantralay ne sabhi rajyon ko school kholne ki permission di @PIBHomeAffairs""",
0,"""JDU ki virtual rally ko janta ne nakara, nahin hui Bihar ke muddon ki charcha - Abhishek Jha @kumarprakash4u ki report https://t.co/yUrZkLjMa1""",
0,"""@INCIndia kutto ka bhonkna Modi virodh nahin balki desh virodh hai. Kyunki luteron ko har tarah se lagam lagane ka kaam BJP ki Modi sarkar kar rahi hai. @narendramodi @AmitShah https://t.co/3BAa8snhkp""",
0,"""#Azaadi_Ke_Baad desh ke English schools mein pratyaksh apratyaksh roop se chatron ka brain wash karne ki mohim chalayi ja rahi hai. Adhikansh schools mein Hindi mein anupacharik baatcheet karne par, haath mein mehendi lagane jaise vishuddh Bharatiya parampara par dand dene ki vyavastha hai #StopConversionKilling""",
0,"""Aath mahine baad Mathura jail se bahar nikle Dr. Kafeel Khan, haath jodkar sabko diya dhanyavaad #KafeelKhan https://t.co/z1eJcg9bkz""",
0,"""Sankraman se bachav ke liye savdhaani bartiye, apne haathon ko sabun aur paani se baar-baar dhote rahiye, logon se do gaz ki doori banakar rakiye, apne munh aur naak ko roomal, gamchha, dupatte adi se dhakkar rahiye: ACS, Chikitsa evam Swasthya, Shri Amit Mohan Prasad ji""",
0,"""Desh mein pratishthit engineering colleges mein pravesh ke liye sanyukt pravesh pariksha - #JEE aaj se shuru ho rahi hai. Desh bhar mein 660 kendron mein aayojit ki jane wali is pravesh pariksha ke liye 9 lakh 58 hazaar pariksharthiyon ne apne naam darj karaye hain.""",
0,"""Mahangai: Petrol ki keemat mein badhotri ke saath hui mahine ki shuruaat, Delhi mein petrol 82.8 rupee prati litre par pahuncha""",
1,"""Aawara kutto ki nasbandi ki nahi, parantu goli maarna ki zarurat hai varna 1 kutta 4 kutiya 40 pille narak bana denge Bharat ko - Jan sankhya kanoon lagu karo SUPPORT NRC UCC""",
1,"""Is sab mein kuch bhi anargal nahi hai. Sala 'Leke rahenge azaadi' bhi bahut haramzadi cheez hai. Ek nayi sabhyata 'Janam' le rahi hai purani ki thali mein chhed karke.""",
0,"""Kendra mein film mantralay bane aur uski mantri Kangana Ranaut bane yahi samay ki maang hai. Kaun-kaun sahmat hai meri baat se 🤔❓""",
0,"""#HeerKhan urf Pari Khan ko jald hi arrest karein kahin vo pregnant na ho jaaye 😬 #JustSoching🤔 #ArrestHeerKhan""",
1,"""@bwali_guru: Kuch gov mare chuthiye aam ko imli kehne mein lage hain anhar b**di wale girati economy ko bhi nahi kubool kar rahe hai aise log mukhyadwaar se…""",
0,"""RT @ShilpiSinghINC: Karodo yuva berozgaar kyun ho gaye GDP minus mein kyun chali gayi note bandi se lekar taalabandi kyun fail hui yeh koi nahi jaanna cha…""",
0,"""Madhya Pradesh ke Guna ke baad Gujarat: Gujarat ke Banaskantha jile ke Dhanera tehsil ke Ravi gaon ke Pintu Galchar naam ke 25 varshiya yuvak ki kal raat hatya kar di gayi. Saaf dikh raha hai ki hatya ke baad use nirvastr karke ghasita gaya hai. Jab tak tamam doshiyon ki giraftaari nahi hoti hum chain se baithege nahi""",
0,"""SSC aur Railway ki bharti pariksha dene wale yuvao aur chatron ne bhari hunkar, Twitter ki worldwide trend list mein shumar hua campaign #SpeakUpForSSCRailwayStudents; kya sunegi sarkar? Suniye 🎧 is podcast mein.""",
0,"""Din ki ahem khabrein - #MidDayHeadlines - PM: Rashtriya Shiksha Neeti, desh ki neeti - Poshan maah 2020 ki aaj se hui shuruwat - Desh ke kai shehron mein metro seva bahaal - COVID-19: Bharat mein recovery rate badhkar 77.31%""",
0,"""Second phase ki ye parikshayein 14 September se honi hai. Parikshayein open book hongi. Yani inme chatra jawab dete samay kitaabon ya notes ka sahara le sakte hain.""",
0,"""Patang ke saath hawa mein udte bachchi ka video social media par viral ho raha hai. https://t.co/mIHWv3MkkK""",
0,"""@yadavtejashwi @Saifullahk12 Puri media uske saath khadi hai, uski jhooth ko bhi sach sabit kar degi puri system uske saath khadi hai""",
0,"""Kat gayi patang sab dor dekhte rah gaye, Gir gayi GDP sab mor dekhte rah gaye.""",
0,"""Aaj ka suvichar #TodayThought #WednesdayMotivation https://t.co/3RF9EM4fDR""",
0,"""Rashtrapati, Uprashtrapati aur Pradhanmantri ne Pranab Mukherjee ke nidhan par shok vyakt kiya @rashtrapatibhvn @VPSecretariat @narendramodi Telegram: https://t.co/hTozBedyJQ https://t.co/9M6mbj8hjq""",
0,"""Swasth samaj ki kunji khan-pan ke prati jagrukata hai. Kuposhan se mukti ke liye bachchon ke sath-sath mahilaon ke swasthya ki suraksha bhi avashyak hai.",
0,Suposhit Uttar Pradesh ke nirmaan ke liye 'Poshan Abhiyan' ko ek janaandolan ka swaroop dena hoga.,
0,"Uttam Poshan-Uttar Pradesh Roshan' https://t.co/K0o5JYC7MF""",
0,"""Modi jaise PM Amit Shah jaise HM Aur Yogi ji jaise CM",
0,"Ufff... Gulaamon aap logon se hamein sach mein sahanubhuti hai.. 😂😂😂""",
0,"""Aaj ek aur bank gaya Lakshmi Vilas Bank ki 569 shakhaen aur 1046 ATM band 93 saal purana bank tha. Acche din""",
0,"""Rashtriya rajdhani #Delhi mein pulis karmi ab aam janta ke gusse ka shikar ban rahe hain @DelhiPolice @NeerajGaur_ https://t.co/czhmV7Kaws""",
0,"""August mein berojgari dar 8.35 feesadi darj ki gayi. #unemployment https://t.co/Bd9MM41agu""",
0,"""#CWC19 #AUSvsNZ shuruaat mein ladhkhadane ke baad #SteveSmith (85 runs) ki shandar pari ki madad se Australia ne England ko diya 224 runs ka lakshya. https://t.co/HGqDLAW6MX @CricketAus @BLACKCAPS https://t.co/pBMfc3SawU""",
0,"""PM Modi ne aaj #BJP ki mahila sansadon ko nashte par bulaya hai. Pichle kuch dino se ve lagatar aise hi alag-alag group mein sansadon se mil rahe hain @abpnewshindi""",
0,"""Ladakh: Jis choti par China ke kabeze ki koshish Bharatiya sena ne kar di nakam, kitni ahem hai vah choti https://t.co/4kfXoCitph""",
0,"""National Nutrition Week: Motapa aur diabetes control karna hai to sugar-free diet lena shuru karein, rojana 350 calories se adhik shakkar lene se badhta hai bimariyon ka khatra https://t.co/CCszgxouh2 #NationalNutritionWeek #HealthyLife #HealthyFood""",
0,"""#UPCoronavirusNewsUpdate: Rajnath Singh ke bete aur Noida vidhayak Pankaj Singh hue corona positive #CoronaVirusUpdates @PankajSinghBJP https://t.co/t3s6EIQ5Ie""",
0,"""Sushant ki health condition ke baare mein jaanti thi behan Neetu Singh?, Abhineta ki manager sang hui thi WhatsApp chat - #SushantSinghRajputCase https://t.co/0f9pD9TAy4""",
0,"""Vikas Dubey ke khazaanchi Jay Bajpai samet 25 apradhiyon ki avaidh sampatti jabt karne ki taiyari kar rahi hai police #VikasDubey https://t.co/7Uw8SSlAor""",
0,"""Mama ji ke raj mein bhrashtachari raaston ki lagi hai jhadi, aur Washington se acchi makhmali sadak kar lo ghadi. BJP ke saamne bhrashtachar ke saare record lajate hain, mama ji jaate jaate tathakathit vikas ko ghadi kar saath le jaate hain.""",
0,"""Rahat samagri vitran ke antargat ab tak 1,87,212 khadyann kit v 3,44,668 meter tirpal ka vitran kiya ja chuka hai: Rahat Ayukta, Shri Sanjay Goyal Ji @ShishirGoUP""",
1,"""@SanjayAzadSln kisi ne sahi kaha hai 'Kutte ki ghee hazam nahi hota'",
1,"Kuch bail buddhi janmajat apradhiyon ko kitna bada pad mil jaaye ya Sansad jaisi pavitr jagah baithne ka mauka mil jaaye... karenge toh wahi jo galiyon mein karte phirte hain maarna, kootna, gaali dena.""",
0,"""Mananiya @ArvindKejriwal ji ke avhan par pradesh adhyaksh @PankajSinghAAP ji ke netritva mein pradesh ke har hisse mein jaari hai 'Oxygen Jaanch Abhiyan'. @AapKaGopalRai @AnkushNarang_ https://t.co/2AoFZ01Iwx""",
0,"""Bollywood ke actor aur haj kar chuke Aamir Khan ne haqiqat mein gareeb logon tak madad pahunchane ka anokha tareeka nikala. Vo ek truck bhar kar aate ki thaili lekar ek mohalle mein gaye aur logon ko gharon se bulwaya aur ye kahlaya ke sirf 1 kg hi aata milega... Jo sach mein 1 kilo aate ke bhi mohtaj the vo aa gaye, sabko 1 kilo aate wali thaili pakad di gayi jab sabne ghar jakar aate ke packet khol...",
0,"""Mumbai mein lage Pakistan Zindabad ke naare #Thackeray sarkar mein #SP party ke quota se mantri #AbbuAzmi ke saamne lage rahe Pakistan Zindabad ke naare kis disha mein hai desh ko lekar jaana chahate hain ye log dekhte hain? Is choti si khoobsurat ladki ko Mangalore mein Tamil bikhariyon ke ek samuh ke saath dekha gaya. Kripya aage badhe jab tak ki vah sahi mata-pita tak na pahunch jaye aur uski pehchaan na ho jaye. Vah uska naam jaanti hai aur kehti hai ki vah Sonal Bipin Patel hai.",
0,"""Italy mein juton ke chalte hi coronavirus ke mamle itne jyada badhe""",
0,"gharwali bhi chahiye aur saath mein saali bhi aisa thodi hota hai mandir diya GDP par hungama nahi maangta""",
0,"""marij ke bistar par pair rakhne wala shakhs ek junior doctor. yeh junior doctor (ki sthiti) hai @Nilesmeg Pakistan Stock Exchange ke anusar, sarkar ne arthavyavastha ko pataree par la diya hai, jiska mahatvapurn sanket share bazaar mein hone wali vridhi hai. ""@AmethiWale1",
0,"Hindustan ka sabse dara hua nagrik Nasiruddin Shah ki tabiyat bigdi hai bhaiyo dua karo ki jald hi mare.""",
0,"""Periyar ko sadkon se bache hue bhojan khane ke liye majboor kiya gaya tha, unhein bhojan dene se mana kar diya gaya tha kyun ki vah Uttar Pradesh Kashi (1940) mein ek Shudra the. Uttar Pradesh (2019) mein ek dharmik samaroh se bache hue bhojan se khana khata ek Shudra shrami, azaadi ke 75 varsh!""",
0,"""Kashi ko adhikarik tour par Varanasi kaha jata hai aur yeh ek mahatvapurn Hindu teerth sthal hai.""",
0,"""Ab woh din door nahi, Jab hamein ye sunne ko milega 'Mumbai ki zameen jaydad par pehla hak Rohingyas aur Bangladeshi ghuspethiyon ka.'""",
0,"""Purva Rashtrapati Pranab Mukherjee ka nidhan, bete ne tweet kar di jankari #PranabMukherjee""",
0,"""Social media par active Pradhan Mantri Modi 'Mann Ki Baat' par dislike dekh kya sochenge? Kya kuch karenge? Apni ray hamein comments mein batayein.""",
0,"""Maharashtra sarkar ne #COVID19 ke mareezon ke ilaaj ke liye rajya ke niji aspatalon aur nursing home mein 80% bistar surakshit rakhne ke apne pehle ke adesh ko teen mahine ke liye badha diya hai.""",
0,"""Lok Sabha ne banaya itihas, pichle 20 saalon mein sabse jyada der tak chali sadan ki karyavahi.""",
0,"""Maharaj ji, 10 hazaar karyakarta agar aapke samarthak hain, to guna...!! Yadi chand bache samarthakon ko bhi phone lagana pad raha hai to aur bhi dhikkar hai!""",
0,"""Yeh Rohingya Muslim ladki yahan se yahan kaise pahunchi | Sab kuch prayojit tha | Nazdeek se photo lena aur use viral karna | Par Google ne poll khol di.""",
0,"""Kangana ko suraksha milne par bhadki Shiv Sena MP Priyanka Chaturvedi; kaha - 'BJP ne dikhaya diya...'""",
0,"""@ajeetbharti Desh mein gazab chutiyapa chhaya hai, jin par ek inch kheti zameen nahi vo saale kisano ke hamdard bane phir rahe hain, jin par A, A, A, I, K, Kh, G, Gh, Ch, Tak nahi aate vo shiksha neeti ko America, Japan, aur England jaisi banana ki baat kar karte hain... Abe 🥾 la mera 🤬""",
1,"""Shahin Bagh doosra GB Road hai bas rate fix hai 500 ₹.""",
0,"""Ilaahabad High Court ne diya Dr. Kafeel Khan ki turant rihaai ka aadesh | #KafeelKhan""",
0,"""#Delhi ke Mukhyamantri @ArvindKejriwal ji ka dil se dhanyavaad jinhonne #Kiradi Vidhan Sabha ko #London bana diya. Yeh dekhiye kis prakar ek poora parivaar #London ki gali mein baithkar 'garama garam chai' aur biscuit ka aanand le rahe hain 🤣 #Kejriwal ji isse acche din mat dikhana 🙏""",
0,"""Bihar: Congress ne kiya saaf - Mahagathbandhan mein jo jyada seat jeetega usi party ka hoga Mukhyamantri.""",
0,"""Bharat ki rajneeti mein chhah dashakon ka lamba safar tay karne vale #PranabMukherjee ne rajdhani Delhi ke sena hospital mein antim saans li.""",
0,"""Yeh ek army jawan ka ladka hai | Iske pita atankwadiyon ke khilaf ek operation mein maare gaye | Ab yeh bachcha ek boarding army public school mein padh raha hai | Iska atma vishwas dekhiye | Yeh ek vishesh sundar video hai jarur dekhein |""",
0,"""Delhi: Pariksha dekar nikle Archit ne bataya, social distancing ka dhyan rakha gaya. Unhone kaha, 'Admit card release hone ke baad pata chala tha pariksha nahi tolegi' #JEEMain (Report, Anoop Pandey)""",
0,"""Pariksha center tak pahunchane ke liye pati ne garbhvati patni ke saath scooter se tay ki 1200 km ki doori.""",
